ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global
,simple,Boné – 18440OL,BOINA OITAVADA PURE WOOL XADREZ,1,0,visible,"Boina oitavada em 100% lã pura com padrão xadrez, fabricada na Itália","<p>Boina oitavada em 100% lã pura com padrão xadrez, fabricada na Itália</p><p>Découvrez notre Casquette - 18440OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Oliva</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Boinas > Inverno,"Fabricado na Itália, Inverno, Lã Pura",,"catalogo2025/boinas%20inverno/bone-18440ol/img_01.jpg, catalogo2025/boinas%20inverno/bone-18440ol/img_02.jpg, catalogo2025/boinas%20inverno/bone-18440ol/img_03.jpg, catalogo2025/boinas%20inverno/bone-18440ol/img_04.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18440ol/,,0,Cor,Oliva,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% Lã,1,1,Pack,Unitário,1,1
,simple,"Gorro – Miki 22100

gorro de lã estilo bretão “Miki Docker” com aba de aperto traseira",CHAPÉUS MIKI / MARINHEIRO,1,0,visible,Gorro estilo bretão Miki Docker em lã com pata de aperto traseira,"<p>Gorro estilo bretão Miki Docker em lã com pata de aperto traseira</p><p>Notre version Hologramme Paris du « Miki Docker » Bonnet style breton en laine avec patte de serrage arrière Sobre et sans logo apparent</p><ul><li><strong>Cor</strong>: Azul celeste , camelo claro , camelo escuro , cinza escuro , cáqui , marinho , marrom , mostarda , preto , vermelho , verde</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 49% Viscose – 51% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,24.9,Chapéus > Boinas > Inverno,CHAPÉUS MIKI / MARINHEIRO,,catalogo2025/boinas%20inverno/gorro-miki-22100-gorro-de-la-estilo-bretao-miki-docker-com-aba-de-aperto-traseira/img_01.jpg,,,,,,,https://hologrammeparis.com/product/bonnet-22100/,,0,Cor,Azul celeste | camelo claro | camelo escuro | cinza escuro | cáqui | marinho | marrom | mostarda | preto | vermelho | verde,1,1,,,0,0,Composição,49% Viscose – 51% Lã,1,1,Pack,Unitário,1,1
,simple,"Gorro – 344974

gorro de lã estilo bretão “Miki Docker” com aba de aperto traseira",CHAPÉUS MIKI / MARINHEIRO,1,0,visible,"Gorro estilo bretão em lã merino, fabricado em Portugal","<p>Gorro estilo bretão em lã merino, fabricado em Portugal</p><p>Découvrez notre Bonnet - 4974 Laine au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Borgonha , Camelo Claro , Camelo Escuro , Cinza Claro , Cinza Escuro , Cáqui , Marinho , Marrom , Marrom Escuro , Mostarda , Preto , Vermelho , Roxo</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 20% Poliamida – 80% Lã Merino</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,24.9,Chapéus > Boinas > Inverno,Etiqueta: Fabricado em Portugal,,catalogo2025/boinas%20inverno/gorro-344974-gorro-de-la-estilo-bretao-miki-docker-com-aba-de-aperto-traseira/img_01.jpg,,,,,,,https://hologrammeparis.com/product/bonnet-344974/?attribute_pa_couleur=gris-fonce,,0,Cor,Borgonha | Camelo Claro | Camelo Escuro | Cinza Claro | Cinza Escuro | Cáqui | Marinho | Marrom | Marrom Escuro | Mostarda | Preto | Vermelho | Roxo,1,1,,,0,0,Composição,20% Poliamida – 80% Lã Merino,1,1,Pack,Unitário,1,1
,simple,"Boné – 18508MI
18452",BOINA SEXTAVADA PURE WOOL,1,0,visible,"Boina sextavada em 100% lã pura, fabricada na Itália","<p>Boina sextavada em 100% lã pura, fabricada na Itália</p><p>Découvrez notre Casquette - 18508MI au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Marinha, Caqui, Marrom</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,55.0,Chapéus > Boinas > Inverno,"Fabricado na Itália, Inverno, Lã Pura",,"catalogo2025/boinas%20inverno/bone-18508mi-18452/img_01.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_02.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_03.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_04.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_05.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_06.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_07.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_08.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_09.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_10.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_11.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_12.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_13.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_14.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_15.jpg, catalogo2025/boinas%20inverno/bone-18508mi-18452/img_16.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18508mi/,,0,Cor,Marinha | Caqui | Marrom,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% Lã,1,1,Pack,Unitário,1,1
,simple,Boné – 18500MI,BOINA HARRIS TWEED QUADRADOS,1,0,visible,Harris Tweed 100% lã virgem,"<p>Harris Tweed 100% lã virgem</p><p>Harris Tweed 100% Laine vierge</p><ul><li><strong>Cor</strong>: Marinho</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,85.0,Chapéus > Boinas > Inverno,"Fabricado na Itália, Harris Tweed, Inverno, Lã Pura",,"catalogo2025/boinas%20inverno/bone-18500mi/img_01.jpg, catalogo2025/boinas%20inverno/bone-18500mi/img_02.jpg, catalogo2025/boinas%20inverno/bone-18500mi/img_03.jpg, catalogo2025/boinas%20inverno/bone-18500mi/img_04.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18500mi/,,0,Cor,Marinho,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% Lã,1,1,Pack,Unitário,1,1
,simple,Boné – 18501MI,BOINA HARRIS TWEED PATCHWORK,1,0,visible,Harris Tweed 100% lã virgem,"<p>Harris Tweed 100% lã virgem</p><p>Harris Tweed 100% Laine vierge</p><ul><li><strong>Cor</strong>: Marinho</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,85.0,Chapéus > Boinas > Inverno,"Fabricado na Itália, Harris Tweed, Inverno, Lã Pura",,"catalogo2025/boinas%20inverno/bone-18501mi/img_01.jpg, catalogo2025/boinas%20inverno/bone-18501mi/img_02.jpg, catalogo2025/boinas%20inverno/bone-18501mi/img_03.jpg, catalogo2025/boinas%20inverno/bone-18501mi/img_04.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18501mi/,,0,Cor,Marinho,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% Lã,1,1,Pack,Unitário,1,1
,simple,"Boné – 18074
Boné – 18074K
Boné – 18074GC",BOINA PIEMONTE MIX WOOL,1,0,visible,"Boina Piemonte com mistura de lã, fabricada na Itália","<p>Boina Piemonte com mistura de lã, fabricada na Itália</p><p>Découvrez notre Casquette - 18074BL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Azul, Verde, Cinza</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 35% Lã – 25% Poliéster – 20% Acrílico – 10% Algodão – 10% Poliamida</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,29.9,Chapéus > Boinas > Inverno,"Fabricado na Itália, Inverno",,"catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_01.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_02.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_03.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_04.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_05.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_06.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_07.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_08.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_09.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_12.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_13.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_14.jpg, catalogo2025/boinas%20inverno/bone-18074-bone-18074k-bone-18074gc/img_15.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18074bl/,,0,Cor,Azul | Verde | Cinza,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,35% Lã – 25% Poliéster – 20% Acrílico – 10% Algodão – 10% Poliamida,1,1,Pack,Unitário,1,1
,simple,"Boné – 18279K
Boné – 18279MA
Boné – 18279MI
Boné – 18279BG
Boné – 18279G",BOINA SEXTAVADA COM BOMBAZINE,1,0,visible,"Boina sextavada em bombazine, fabricada na Itália","<p>Boina sextavada em bombazine, fabricada na Itália</p><p>Découvrez notre Casquette - 18279K au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Azul, Preto, Bege, Marrom, Cinza, Verde</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 61% Poliéster – 31% Viscose – 8% Elastano , Forro: Poliéster</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Boinas > Inverno,"Fabricado na Itália, Inverno",,"catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_01.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_02.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_03.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_04.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_05.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_06.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_07.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_08.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_09.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_10.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_11.jpg, catalogo2025/boinas%20inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_12.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18279k/,,0,Cor,Azul | Preto | Bege | Marrom | Cinza | Verde,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,61% Poliéster – 31% Viscose – 8% Elastano | Forro: Poliéster,1,1,Pack,Unitário,1,1
,simple,18220MI,BOINA OITAVADA PURE WOOL,1,0,visible,"Boina oitavada em 100% lã pura Shetland, fabricada na Itália","<p>Boina oitavada em 100% lã pura Shetland, fabricada na Itália</p><p>100% Pure Laine Shetland</p><ul><li><strong>Cor</strong>: Marinha</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 100% Lã</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Boinas > Inverno,"Fabricado na Itália, Inverno, Lã Pura",,"catalogo2025/boinas%20inverno/18220mi/img_01.jpg, catalogo2025/boinas%20inverno/18220mi/img_02.jpg, catalogo2025/boinas%20inverno/18220mi/img_03.jpg, catalogo2025/boinas%20inverno/18220mi/img_04.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18220mi-new/,,0,Cor,Marinha,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% Lã,1,1,Pack,Unitário,1,1
,simple,HOLOGRAMME,VISEIRA  FEMININA,1,0,visible,"COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão","<p>COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão</p><p>Découvrez notre Casquette - 18474OL = 18519OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Pink, verde, preto, azul, bege, camel</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 69% Poliéster – 31% Algodão / Forro 100% Algodão</li><li><strong>Vendido Por</strong>: Pacote 24</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,8.0,Chapéus > Cowboy,VISEIRA  FEMININA,,"catalogo2025/cowboy/hologramme/img_01.jpg, catalogo2025/cowboy/hologramme/img_02.jpg, catalogo2025/cowboy/hologramme/img_03.jpg, catalogo2025/cowboy/hologramme/img_04.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18474ol/,,0,Cor,Pink | verde | preto | azul | bege | camel,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,69% Poliéster – 31% Algodão | Forro 100% Algodão,1,1,Pack,Pacote 24,1,1
,simple,Boné – 12805,BOINA OITAVADA LINHO,1,0,visible,"Boina oitavada em linho e viscose, leve e fresca para verão","<p>Boina oitavada em linho e viscose, leve e fresca para verão</p><p>Paquet de 24 pcs assorties: 4*Noir, 4*Marine, 5*Gris, 4*Vert, 3*Camel, 4*Beige</p><ul><li><strong>Cor</strong>: Sortido</li><li><strong>Tamanho</strong>: 57 , 59</li><li><strong>Vendido Por</strong>: Pacote 24</li><li><strong>Composição</strong>: 85% Viscose – 15% Linho</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,27.5,Chapéus > Boinas > Verão,Verão 2023,,"catalogo2025/boinas%20verão/bone-12805/img_01.jpg, catalogo2025/boinas%20verão/bone-12805/img_02.jpg, catalogo2025/boinas%20verão/bone-12805/img_03.jpg, catalogo2025/boinas%20verão/bone-12805/img_04.jpg, catalogo2025/boinas%20verão/bone-12805/img_05.jpg, catalogo2025/boinas%20verão/bone-12805/img_06.jpg, catalogo2025/boinas%20verão/bone-12805/img_07.jpg, catalogo2025/boinas%20verão/bone-12805/img_08.jpg, catalogo2025/boinas%20verão/bone-12805/img_09.jpg",,,,,,,https://hologrammeparis.com/product/casquette-12805/,,0,Cor,Sortido,1,1,Tamanho,57 | 59,1,1,Composição,85% Viscose – 15% Linho,1,1,Pack,Pacote 24,1,1
,simple,"Boné – 18110EC
Boné – 18110OL",BOINA PIEMONTE LINHO E ALGODÃO,1,0,visible,"Boina Piemonte em linho e algodão, fabricada na Itália","<p>Boina Piemonte em linho e algodão, fabricada na Itália</p><p>Découvrez notre Casquette - 18110EC au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Cru, Preto, Verde, Azul</li><li><strong>Tamanho</strong>: 54 , 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 50% Algodão – 50% Linho</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,27.5,Chapéus > Boinas > Verão,Etiqueta: Fabricado em Italia,,"catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_01.jpg, catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_02.jpg, catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_03.jpg, catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_04.jpg, catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_05.jpg, catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_06.jpg, catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_08.jpg, catalogo2025/boinas%20verão/bone-18110ec-bone-18110ol/img_09.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18110ec/,,0,Cor,Cru | Preto | Verde | Azul,1,1,Tamanho,54 | 55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,50% Algodão – 50% Linho,1,1,Pack,Unitário,1,1
,simple,Boné – 18474,BOINA SEXTAVADA CORES NA PALA,1,0,visible,Boina sextavada com detalhes coloridos na pala,"<p>Boina sextavada com detalhes coloridos na pala</p><p>Découvrez notre Casquette - 18474OL = 18519OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Verde, Bege, Azul, Cinza</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unitário</li><li><strong>Composição</strong>: 50% Polyester – 50% Viscose</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,45.0,Chapéus > Boinas > Verão,BOINA SEXTAVADA CORES NA PALA,,"catalogo2025/boinas%20verão/bone-18474/img_01.jpg, catalogo2025/boinas%20verão/bone-18474/img_02.jpg, catalogo2025/boinas%20verão/bone-18474/img_03.jpg, catalogo2025/boinas%20verão/bone-18474/img_04.jpg, catalogo2025/boinas%20verão/bone-18474/img_05.jpg, catalogo2025/boinas%20verão/bone-18474/img_06.jpg, catalogo2025/boinas%20verão/bone-18474/img_07.jpg, catalogo2025/boinas%20verão/bone-18474/img_08.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18474ol/,,0,Cor,Verde | Bege | Azul | Cinza,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,50% Polyester – 50% Viscose,1,1,Pack,Unitário,1,1
,simple,HOLOGRAMME,VISEIRA  FEMININA,1,0,visible,"COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão","<p>COR        
Bege, Castanho, Verde, Azul, Bordo, Marinho

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Pacote 24

COMPOSIÇÃO                
69% Poliéster – 31% Algodão / Forro 100% Algodão</p><p>Découvrez notre Casquette - 18474OL = 18519OL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Pink, verde, preto, azul, bege, camel</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Composição</strong>: 69% Poliéster – 31% Algodão / Forro 100% Algodão</li><li><strong>Vendido Por</strong>: Pacote 24</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,8.0,Chapéus > Cowboy,VISEIRA  FEMININA,,"catalogo2025/cowboy/hologramme/img_01.jpg, catalogo2025/cowboy/hologramme/img_02.jpg, catalogo2025/cowboy/hologramme/img_03.jpg, catalogo2025/cowboy/hologramme/img_04.jpg",,,,,,,https://hologrammeparis.com/product/casquette-18474ol/,,0,Cor,Pink | verde | preto | azul | bege | camel,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,69% Poliéster – 31% Algodão | Forro 100% Algodão,1,1,Pack,Pacote 24,1,1
,simple,"Boné – 18107
Boné – 18515","Tag: Fabricado na Itália, Linho",1,0,visible,"COR        
Verde, Azul, Bege

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Unidade

COMPOSIÇÃO                
100% Linho","<p>COR        
Verde, Azul, Bege

TAMANHO                
55 , 56 , 57 , 58 , 59 , 60 , 61

VENDIDO POR        
Unidade

COMPOSIÇÃO                
100% Linho</p><p>Découvrez notre Casquette - E18107BL au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Verde, Azul, Bege</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unidade</li><li><strong>Composição</strong>: 100% Linho</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,47.5,Chapéus > Boinas > Verão,"Fabricado na Itália, Linho",,"catalogo2025/boinas%20verão/bone-18107-bone-18515/img_01.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_02.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_03.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_04.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_05.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_06.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_07.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_08.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_09.jpg, catalogo2025/boinas%20verão/bone-18107-bone-18515/img_10.jpg",,,,,,,https://hologrammeparis.com/product/casquette-e18107bl/,,0,Cor,Verde | Azul | Bege,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% Linho,1,1,Pack,Unidade,1,1
,simple,Boné – 18521A,BOINA PIEMONTE ALGODÃO,1,0,visible,"Boina Piemonte em algodão, fabricada na Itália","<p>Boina Piemonte em algodão, fabricada na Itália</p><p>Découvrez notre Casquette - 18521A au prix de grossiste pour votre boutique sur Hologramme Paris.</p><ul><li><strong>Cor</strong>: Azul, Bege, Marinho</li><li><strong>Tamanho</strong>: 55 , 56 , 57 , 58 , 59 , 60 , 61</li><li><strong>Vendido Por</strong>: Unidade</li><li><strong>Composição</strong>: 100% Algodão</li></ul>",,,taxable,,1,10,2,0,0,0.2,,,,1,,,35.0,Chapéus > Boinas > Verão,"Fabricado na Itália, Algodão",,"catalogo2025/boinas%20verão/bone-18521a/img_01.jpg, catalogo2025/boinas%20verão/bone-18521a/img_02.jpg, catalogo2025/boinas%20verão/bone-18521a/img_03.jpg, catalogo2025/boinas%20verão/bone-18521a/img_04.jpg",,,,,,,https://hologrammeparis.com/fr/product/casquette-18521a/,,0,Cor,Azul | Bege | Marinho,1,1,Tamanho,55 | 56 | 57 | 58 | 59 | 60 | 61,1,1,Composição,100% Algodão,1,1,Pack,Unidade,1,1
