timestamp,file_path,file_hash,wordpress_id,sku,product_name,file_size_kb,status
2025-11-14T11:14:18.216838,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_02_pro.jpg,e6fdf5d21570ef9775cfd25d62dcd781,3380,bone-18106mi-bone-18106k-bone-18106g-18106ma,,50,registered
2025-11-14T11:14:19.059511,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_03_pro.jpg,f93df256cee70577700b2cff3a0488a1,3381,bone-18106mi-bone-18106k-bone-18106g-18106ma,,47,registered
2025-11-14T11:14:19.869115,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_04_pro.jpg,480d247e66e09ae28598e4b4fa5a0ab7,3382,bone-18106mi-bone-18106k-bone-18106g-18106ma,,67,registered
2025-11-14T11:14:20.682199,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_05_pro.jpg,c126534105475458d3faa76a865eae44,3383,bone-18106mi-bone-18106k-bone-18106g-18106ma,,52,registered
2025-11-14T11:14:21.562785,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_06_pro.jpg,321c89a0952861c96b6545237cab7867,3384,bone-18106mi-bone-18106k-bone-18106g-18106ma,,38,registered
2025-11-14T11:14:22.502617,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_07_pro.jpg,c4a71adb08b8233353cf5d8170603807,3385,bone-18106mi-bone-18106k-bone-18106g-18106ma,,52,registered
2025-11-14T11:14:23.336328,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_08_pro.jpg,a9027f24da21745c6f5d8bc6ac4176e3,3386,bone-18106mi-bone-18106k-bone-18106g-18106ma,,61,registered
2025-11-14T11:14:24.156056,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_09_pro.jpg,0c55ede5c0a236dc64ca97126c87ec90,3387,bone-18106mi-bone-18106k-bone-18106g-18106ma,,50,registered
2025-11-14T11:14:25.012966,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_10_pro.jpg,f600a2e91657a13b2156688bc1fb5cde,3388,bone-18106mi-bone-18106k-bone-18106g-18106ma,,64,registered
2025-11-14T11:14:26.052114,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_11_pro.jpg,49bd06c1c00b735adfea7ee882c2474c,3389,bone-18106mi-bone-18106k-bone-18106g-18106ma,,57,registered
2025-11-14T11:14:26.897659,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_12_pro.jpg,cb21f3d4e92bb744907d11b2cc7c53fa,3390,bone-18106mi-bone-18106k-bone-18106g-18106ma,,57,registered
2025-11-14T11:14:27.772831,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_13_pro.jpg,b6cdef770451ff458b7b4cbd0c6c1b0e,3391,bone-18106mi-bone-18106k-bone-18106g-18106ma,,46,registered
2025-11-14T11:14:28.587990,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_14_pro.jpg,8f922b09e3af08df43b00aeedb611a35,3392,bone-18106mi-bone-18106k-bone-18106g-18106ma,,70,registered
2025-11-14T11:14:29.394988,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_15_pro.jpg,98a0326b4c47df97c453c7987b33069d,3393,bone-18106mi-bone-18106k-bone-18106g-18106ma,,62,registered
2025-11-14T11:14:30.219073,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_16_pro.jpg,8429ae8864dbd1cc3959462a78599fa1,3394,bone-18106mi-bone-18106k-bone-18106g-18106ma,,48,registered
2025-11-14T11:14:31.014211,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_17_pro.jpg,ba074fc16cb8903640cc16b6c2548043,3395,bone-18106mi-bone-18106k-bone-18106g-18106ma,,50,registered
2025-11-14T11:14:31.838312,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_18_pro.jpg,ecdb0d5352ba966a9142e409faf491e1,3396,bone-18106mi-bone-18106k-bone-18106g-18106ma,,59,registered
2025-11-14T11:14:32.769259,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_19_pro.jpg,6591c9c3bfd51d79f52d8409178e055d,3397,bone-18106mi-bone-18106k-bone-18106g-18106ma,,65,registered
2025-11-14T11:14:33.704072,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_20_pro.jpg,b0187e8cfe1a40030acba10b7035e252,3398,bone-18106mi-bone-18106k-bone-18106g-18106ma,,67,registered
2025-11-14T11:14:34.655371,wordpress/wp-content/uploads/products/boinas inverno/bone-18106mi-bone-18106k-bone-18106g-18106ma/img_21_pro.jpg,f5cc88a53a353882e5f1a155681860f9,3399,bone-18106mi-bone-18106k-bone-18106g-18106ma,,58,registered
2025-11-14T11:14:35.921439,wordpress/wp-content/uploads/products/boinas inverno/bone-18153k/img_01_pro.jpg,80e8cab9db665bfae29d746912dd95f7,3400,bone-18153k,,82,registered
2025-11-14T11:14:36.818092,wordpress/wp-content/uploads/products/boinas inverno/bone-18153k/img_02_pro.jpg,9bf7d946f3a24b2d9fb58b24d39b9fbe,3401,bone-18153k,,57,registered
2025-11-14T11:14:37.662708,wordpress/wp-content/uploads/products/boinas inverno/bone-18153k/img_03_pro.jpg,0966e7b52384a804a2d07e7cbffb44a6,3402,bone-18153k,,86,registered
2025-11-14T11:14:38.499944,wordpress/wp-content/uploads/products/boinas inverno/bone-18153k/img_04_pro.jpg,a3cb6f3bd5aa68b071112fe9d9f9ad46,3403,bone-18153k,,76,registered
2025-11-14T11:14:39.396940,wordpress/wp-content/uploads/products/boinas inverno/bone-18153k/img_05_pro.jpg,741fd374dcfbceb5cb0af58c980520b7,3404,bone-18153k,,61,registered
2025-11-14T11:14:40.203032,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_01_pro.jpg,0b9f42af6eab78cabf680e5f58fd5bc7,3405,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,77,registered
2025-11-14T11:14:41.022309,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_02_pro.jpg,8474a60f4b2762eb3bad308fc7f3d473,3406,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,46,registered
2025-11-14T11:14:41.837190,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_03_pro.jpg,7712432d7a1deb71fa9a3d8088ebcd3b,3407,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,79,registered
2025-11-14T11:14:42.690639,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_04_pro.jpg,102b9b531d64cd2e12ed4a39ac0823d2,3408,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,77,registered
2025-11-14T11:14:43.540814,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_05_pro.jpg,683e9bba1681558c594cf8cf3fd6f807,3409,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,59,registered
2025-11-14T11:14:44.352649,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_06_pro.jpg,1f2adf3b433a797fedd59103513aa91e,3410,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,45,registered
2025-11-14T11:14:45.267094,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_07_pro.jpg,30165dd603115062eecac6df453ff729,3411,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,75,registered
2025-11-14T11:14:46.286777,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_08_pro.jpg,be2634579dadddd44833caf6fcbbdad2,3412,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,53,registered
2025-11-14T11:14:47.106011,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_09_pro.jpg,67314a7457c19fd626a066c58e7305f0,3413,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,78,registered
2025-11-14T11:14:48.075855,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_10_pro.jpg,a19f07e203a41307c9476255b30e043d,3414,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,50,registered
2025-11-14T11:14:48.933405,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_11_pro.jpg,2ec0e943df9241bfd066dab4c6b94a79,3415,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,87,registered
2025-11-14T11:14:49.755566,wordpress/wp-content/uploads/products/boinas inverno/bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g/img_12_pro.jpg,1ab5df99b96472f14cd92c75bbd2ec6f,3416,bone-18279k-bone-18279ma-bone-18279mi-bone-18279bg-bone-18279g,,63,registered
2025-11-14T11:14:50.586422,wordpress/wp-content/uploads/products/boinas inverno/bone-18438mc-18502mi/img_01_pro.jpg,21c47565ab585d33e2f27ef22e411a83,3417,bone-18438mc-18502mi,,79,registered
2025-11-14T11:14:51.400535,wordpress/wp-content/uploads/products/boinas inverno/bone-18438mc-18502mi/img_02_pro.jpg,2e75929b3ed9a7b211f8e0c73bd07602,3418,bone-18438mc-18502mi,,51,registered
2025-11-14T11:14:52.311240,wordpress/wp-content/uploads/products/boinas inverno/bone-18438mc-18502mi/img_03_pro.jpg,20d269a75308f1c66633df783ffdeeaf,3419,bone-18438mc-18502mi,,85,registered
2025-11-14T11:14:53.166813,wordpress/wp-content/uploads/products/boinas inverno/bone-18438mc-18502mi/img_04_pro.jpg,09b790e0da0474397fff9509ee3f14c2,3420,bone-18438mc-18502mi,,48,registered
2025-11-14T11:14:54.005489,wordpress/wp-content/uploads/products/boinas inverno/bone-18439ol/img_01_pro.jpg,7532a43f8ec6610cfdf3198cf3d62e5c,3421,bone-18439ol,,85,registered
2025-11-14T11:14:54.851461,wordpress/wp-content/uploads/products/boinas inverno/bone-18439ol/img_02_pro.jpg,6998935591cff32a110cb36c6df663ea,3422,bone-18439ol,,61,registered
2025-11-14T11:14:55.931289,wordpress/wp-content/uploads/products/boinas inverno/bone-18439ol/img_03_pro.jpg,500701cfa6dbbf0c6db76de5f5c7232c,3423,bone-18439ol,,83,registered
2025-11-14T11:14:56.792884,wordpress/wp-content/uploads/products/boinas inverno/bone-18439ol/img_04_pro.jpg,2f5f55ed83bb621fdb4adbf586b0c4bb,3424,bone-18439ol,,64,registered
2025-11-14T11:14:57.712116,wordpress/wp-content/uploads/products/boinas inverno/bone-18440ol/img_01_pro.jpg,bce22d895785a2c156f01fb20e41cc46,3425,bone-18440ol,,81,registered
2025-11-14T11:14:58.542933,wordpress/wp-content/uploads/products/boinas inverno/bone-18440ol/img_02_pro.jpg,a0a894c582e2e7828a995a8f218db8bb,3426,bone-18440ol,,48,registered
2025-11-14T11:14:59.381756,wordpress/wp-content/uploads/products/boinas inverno/bone-18440ol/img_03_pro.jpg,1ca73a9ac79a3327a13fb9bf1d56088a,3427,bone-18440ol,,83,registered
2025-11-14T11:15:00.198885,wordpress/wp-content/uploads/products/boinas inverno/bone-18440ol/img_04_pro.jpg,3a95ab82526e2c99c1e6821c4b232aef,3428,bone-18440ol,,94,registered
2025-11-14T11:15:01.010874,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_01_pro.jpg,5b0f42929aad59637413aa6139ab5d33,3429,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,48,registered
2025-11-14T11:15:01.857664,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_02_pro.jpg,a670155c71f88d04b638779a6a3a78b8,3430,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,38,registered
2025-11-14T11:15:02.686327,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_03_pro.jpg,2b7306db102bc88d33582091ff9f84aa,3431,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,42,registered
2025-11-14T11:15:03.492715,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_04_pro.jpg,7a9c652112528589b285eee5451a92cb,3432,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,49,registered
2025-11-14T11:15:04.307425,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_05_pro.jpg,d1aa4c3ebfd8be6cf9102e9fc785d80b,3433,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,49,registered
2025-11-14T11:15:05.204296,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_06_pro.jpg,e4b1e0b0dd4a9c80ec6403d451443482,3434,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,35,registered
2025-11-14T11:15:06.250680,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_07_pro.jpg,85e79696f5879b6b9aef3675ff4f37f4,3435,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,53,registered
2025-11-14T11:15:07.178300,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_08_pro.jpg,3b864d452e3a8b3267cf44298fdb6ef8,3436,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,49,registered
2025-11-14T11:15:08.012796,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_09_pro.jpg,2f1b71ee8570df767fe96480b6d3d80b,3437,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,45,registered
2025-11-14T11:15:08.858415,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_10_pro.jpg,fb02bc7f6b31c1db9ed49246d2be6115,3438,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,37,registered
2025-11-14T11:15:09.692919,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_11_pro.jpg,cb4e62662e698b5bd00f1f58c033f587,3439,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,43,registered
2025-11-14T11:15:10.506463,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_12_pro.jpg,bf8d4ba65366ea5501f727a8b334929d,3440,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,43,registered
2025-11-14T11:15:11.321679,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_13_pro.jpg,54c40893f300fdddbe8d48bf74de2042,3441,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,67,registered
2025-11-14T11:15:12.145528,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_14_pro.jpg,e4a683e35ffc43b9bcc3bc809cac52c9,3442,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,41,registered
2025-11-14T11:15:12.972797,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_15_pro.jpg,3e64215ac8b67d1166c8b39bb264a044,3443,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,69,registered
2025-11-14T11:15:13.778595,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_16_pro.jpg,7a5f3c7b720c77d3940cb1bdf793536a,3444,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,61,registered
2025-11-14T11:15:14.578624,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_17_pro.jpg,26412fbde416265c78face7db82a7d0f,3445,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,49,registered
2025-11-14T11:15:15.790977,wordpress/wp-content/uploads/products/boinas inverno/bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca/img_18_pro.jpg,312b807ec750fb18e84612061c944471,3446,bone-18445mi-bone-18445k-bone-18445n-bone-18445gr-bone-18445ca,,37,registered
